TITLE,Computer Science,Physics,Mathematics,Statistics
A Projection-Based Reformulation and Decomposition Algorithm for Global Optimization of a Class of Mixed Integer Bilevel Linear Programs,0,0,1,0
Preduals for spaces of operators involving Hilbert spaces and trace-class operators,0,0,1,0
Computing maximum cliques in $B_2$-EPG graphs,1,0,0,0
Interactions between Health Searchers and Search Engines,1,0,0,0
Effect algebras as presheaves on finite Boolean algebras,0,0,1,0
Absolute versus convective helical magnetorotational instabilities in Taylor-Couette flows,0,1,0,0
Symmetries and multipeakon solutions for the modified two-component Camassa-Holm system,0,0,1,0
Selection of quasi-stationary states in the Navier-Stokes equation on the torus,0,0,1,0
A pliable lasso for the Cox model,0,0,0,1
Localized magnetic moments with tunable spin exchange in a gas of ultracold fermions,0,1,0,0
Khintchine's Theorem with random fractions,0,0,1,0
Out-degree reducing partitions of digraphs,1,0,0,0
Introduction to Plasma Physics,0,1,0,0
Presymplectic convexity and (ir)rational polytopes,0,0,1,0
Unsupervised Learning of Mixture Regression Models for Longitudinal Data,0,0,0,1
Anomalous electron states,0,1,0,0
Theoretical calculation of the fine-structure constant and the permittivity of the vacuum,0,1,0,0
LEADER: fast estimates of asteroid shape elongation and spin latitude distributions from scarce photometry,0,1,0,0
Calibrated Projection in MATLAB: Users' Manual,0,0,0,1
Atomic Clock Measurements of Quantum Scattering Phase Shifts Spanning Feshbach Resonances at Ultralow Fields,0,1,0,0
On the putative essential discreteness of q-generalized entropies,0,1,0,0
Spin Distribution of Primordial Black Holes,0,1,0,0
Automated flow for compressing convolution neural networks for efficient edge-computation with FPGA,1,0,0,0
Pulse rate estimation using imaging photoplethysmography: generic framework and comparison of methods on a publicly available dataset,0,1,0,0
Deep Laplacian Pyramid Networks for Fast and Accurate Super-Resolution,1,0,0,0
Foundation for a series of efficient simulation algorithms,1,0,0,0
A Review of Macroscopic Motion in Thermodynamic Equilibrium,0,1,0,0
Emergent electronic structure of CaFe2As2,0,1,0,0
Lord Kelvin's method of images approach to the Rotenberg model and its asymptotics,0,0,1,0
Study of the Magnetizing Relationship of the Kickers for CSNS,0,1,0,0
U-SLADS: Unsupervised Learning Approach for Dynamic Dendrite Sampling,0,0,0,1
Density estimation on small datasets,1,0,0,0
"Generalized Euler classes, differential forms and commutative DGAs",0,0,1,0
Security Trust Zone in 5G Networks,1,0,0,0
On the Privacy of the Opal Data Release: A Response,1,0,0,0
Long time behavior of Gross-Pitaevskii equation at positive temperature,0,0,1,0
Isomorphism and Morita equivalence classes for crossed products of irrational rotation algebras by cyclic subgroups of $SL_2(\mathbb{Z})$,0,0,1,0
Model Predictive Control for Distributed Microgrid Battery Energy Storage Systems,1,0,0,0
On noncommutative geometry of the Standard Model: fermion multiplet as internal forms,0,0,1,0
A Review of Dynamic Network Models with Latent Variables,0,0,0,1
LevelHeaded: Making Worst-Case Optimal Joins Work in the Common Case,1,0,0,0
Few-shot learning of neural networks from scratch by pseudo example optimization,0,0,0,1
Identities and congruences involving the Fubini polynomials,0,0,1,0
Introduction to Delay Models and Their Wave Solutions,0,0,1,0
On Dummett's Pragmatist Justification Procedure,0,0,1,0
Evidence for a radiatively driven disc-wind in PDS 456?,0,1,0,0
Comparative study of Discrete Wavelet Transforms and Wavelet Tensor Train decomposition to feature extraction of FTIR data of medicinal plants,1,0,0,1
Many-Body Localization: Stability and Instability,0,1,1,0
Minimax Estimation of the $L_1$ Distance,0,0,1,1
Density large deviations for multidimensional stochastic hyperbolic conservation laws,0,1,1,0
mixup: Beyond Empirical Risk Minimization,1,0,0,1
Rate-Distortion Region of a Gray-Wyner Model with Side Information,1,0,1,0
Generalized Approximate Message-Passing Decoder for Universal Sparse Superposition Codes,1,0,1,0
Wehrl Entropy Based Quantification of Nonclassicality for Single Mode Quantum Optical States,1,1,0,0
Contextual Regression: An Accurate and Conveniently Interpretable Nonlinear Model for Mining Discovery from Scientific Data,1,0,0,1
Detecting Adversarial Samples Using Density Ratio Estimates,1,0,0,1
Internal Model from Observations for Reward Shaping,1,0,0,1
Multivariate Dependency Measure based on Copula and Gaussian Kernel,0,0,1,1
Flow Characteristics and Cores of Complex Network and Multiplex Type Systems,1,1,0,0
Generalized Minimum Distance Estimators in Linear Regression with Dependent Errors,0,0,1,1
Empirical regression quantile process with possible application to risk analysis,0,0,1,1
Graph Convolution: A High-Order and Adaptive Approach,1,0,0,1
Learning Sparse Representations in Reinforcement Learning with Sparse Coding,1,0,0,1
Memory Aware Synapses: Learning what (not) to forget,1,0,0,1
On Improving the Capacity of Solving Large-scale Wireless Network Design Problems by Genetic Algorithms,1,0,1,0
Monte Carlo Tree Search with Sampled Information Relaxation Dual Bounds,1,0,1,0
"Towards ""AlphaChem"": Chemical Synthesis Planning with Tree Search and Deep Neural Network Policies",1,1,0,0
Optic Disc and Cup Segmentation Methods for Glaucoma Detection with Modification of U-Net Convolutional Neural Network,1,0,0,1
"Automatic Analysis, Decomposition and Parallel Optimization of Large Homogeneous Networks",1,0,1,0
Robust Contextual Bandit via the Capped-$\ell_{2}$ norm,1,0,0,1
Improper posteriors are not improper,0,0,1,1
Congestion Barcodes: Exploring the Topology of Urban Congestion Using Persistent Homology,1,0,1,0
Fractional compound Poisson processes with multiple internal states,0,0,1,1
Concentration of weakly dependent Banach-valued sums and applications to statistical learning methods,0,0,1,1
Evidence of Fraud in Brazil's Electoral Campaigns Via the Benford's Law,1,0,0,1
Optimal Experiment Design for Causal Discovery from Fixed Number of Experiments,1,0,0,1
A local ensemble transform Kalman particle filter for convective scale data assimilation,0,1,0,1
Sensitivity analysis for inverse probability weighting estimators via the percentile bootstrap,0,0,1,1
A New Family of Near-metrics for Universal Similarity,1,0,0,1
"Neural system identification for large populations separating ""what"" and ""where""",1,0,0,1
Minimum energy path calculations with Gaussian process regression,0,1,0,1
Learning from Between-class Examples for Deep Sound Recognition,1,0,0,1
DAGGER: A sequential algorithm for FDR control on DAGs,0,0,1,1
"The Shattered Gradients Problem: If resnets are the answer, then what is the question?",1,0,0,1
An Effective Way to Improve YouTube-8M Classification Accuracy in Google Cloud Platform,1,0,0,1
Joint Power and Admission Control based on Channel Distribution Information: A Novel Two-Timescale Approach,1,0,1,0
GANs Trained by a Two Time-Scale Update Rule Converge to a Local Nash Equilibrium,1,0,0,1
Iteratively-Reweighted Least-Squares Fitting of Support Vector Machines: A Majorization--Minimization Algorithm Approach,1,0,0,1
Time-Series Adaptive Estimation of Vaccination Uptake Using Web Search Queries,1,0,0,1
On Scalable Inference with Stochastic Gradient Descent,1,0,0,1
The g-Good-Neighbor Conditional Diagnosability of Locally Twisted Cubes,1,0,1,0
Streaming Algorithm for Euler Characteristic Curves of Multidimensional Images,1,0,1,0
On asymptotically minimax nonparametric detection of signal in Gaussian white noise,0,0,1,1
Robust Estimation of Change-Point Location,0,0,1,1
Bayesian nonparametric inference for the M/G/1 queueing systems based on the marked departure process,0,0,1,1
Software metadata: How much is enough?,1,1,0,0
A Categorical Approach for Recognizing Emotional Effects of Music,1,0,0,1
Utilizing artificial neural networks to predict demand for weather-sensitive products at retail stores,1,0,0,1
Learning to Succeed while Teaching to Fail: Privacy in Closed Machine Learning Systems,1,0,0,1
Block CUR: Decomposing Matrices using Groups of Columns,1,0,0,1
Magnus integrators on multicore CPUs and GPUs,1,1,0,0
Multilevel maximum likelihood estimation with application to covariance matrices,0,0,1,1
Convergence of the Forward-Backward Algorithm: Beyond the Worst Case with the Help of Geometry,0,0,1,1
Stochastic Gradient Monomial Gamma Sampler,1,0,0,1
A XGBoost risk model via feature selection and Bayesian hyper-parameter optimization,1,0,0,1
On Deep Neural Networks for Detecting Heart Disease,1,0,0,1
Exponential Stability Analysis via Integral Quadratic Constraints,1,0,1,0
ACVAE-VC: Non-parallel many-to-many voice conversion with auxiliary classifier variational autoencoder,1,0,0,1
A dual framework for low-rank tensor completion,1,0,0,1
Framing U-Net via Deep Convolutional Framelets: Application to Sparse-view CT,1,0,0,1
State Sum Invariants of Three Manifolds from Spherical Multi-fusion Categories,0,1,1,0
Sparse Neural Networks Topologies,1,0,0,1
"Merge decompositions, two-sided Krohn-Rhodes, and aperiodic pointlikes",1,0,1,0
DeepFense: Online Accelerated Defense Against Adversarial Deep Learning,1,0,0,1
Retrospective Higher-Order Markov Processes for User Trails,1,0,0,1
Bayesian Optimization for Probabilistic Programs,1,0,0,1
Mathematics of Topological Quantum Computing,0,1,1,0
Contraction and uniform convergence of isotonic regression,0,0,1,1
Invariance of Weight Distributions in Rectified MLPs,1,0,0,1
Learning to Adapt by Minimizing Discrepancy,1,0,0,1
Untangling Planar Curves,1,0,1,0
Greedy-Merge Degrading has Optimal Power-Law,1,0,1,0
The Distance Standard Deviation,0,0,1,1
A one-dimensional model for water desalination by flow-through electrode capacitive deionization,1,1,0,0
XFlow: 1D-2D Cross-modal Deep Neural Networks for Audiovisual Classification,1,0,0,1
OpenML Benchmarking Suites and the OpenML100,1,0,0,1
Scatteract: Automated extraction of data from scatter plots,1,0,0,1
On the nonparametric maximum likelihood estimator for Gaussian location mixture densities with application to Gaussian denoising,0,0,1,1
Stochastic Non-convex Optimization with Strong High Probability Second-order Convergence,1,0,0,1
On the optimality and sharpness of Laguerre's lower bound on the smallest eigenvalue of a symmetric positive definite matrix,1,0,1,0
"Random Forests, Decision Trees, and Categorical Predictors: The ""Absent Levels"" Problem",1,0,0,1
Local Communication Protocols for Learning Complex Swarm Behaviors with Deep Reinforcement Learning,1,0,0,1
Beyond the technical challenges for deploying Machine Learning solutions in a software company,1,0,0,1
Adversarial Attacks on Neural Network Policies,1,0,0,1
On generalizations of $p$-sets and their applications,1,0,1,0
Modified Frank-Wolfe Algorithm for Enhanced Sparsity in Support Vector Machine Classifiers,1,0,0,1
Position Aided Beam Alignment for Millimeter Wave Backhaul Systems with Large Phased Arrays,1,0,1,0
Deep & Cross Network for Ad Click Predictions,1,0,0,1
Direct estimation of density functionals using a polynomial basis,1,0,0,1
The Tu--Deng Conjecture holds almost surely,1,0,1,0
Convergence Analysis of the Dynamics of a Special Kind of Two-Layered Neural Networks with $\ell_1$ and $\ell_2$ Regularization,1,0,0,1
Fast Meta-Learning for Adaptive Hierarchical Classifier Design,1,0,0,1
Non-Asymptotic Analysis of Fractional Langevin Monte Carlo for Non-Convex Optimization,1,0,0,1
Spoken English Intelligibility Remediation with PocketSphinx Alignment and Feature Extraction Improves Substantially over the State of the Art,1,0,0,1
Selecting optimal minimum spanning trees that share a topological correspondence with phylogenetic trees,1,0,1,0
Noisy Natural Gradient as Variational Inference,1,0,0,1
A Game of Life on Penrose tilings,0,1,1,0
Dimension-free Wasserstein contraction of nonlinear filters,0,0,1,1
Susceptibility Propagation by Using Diagonal Consistency,0,0,1,1
Learning to Drive in a Day,1,0,0,1
Stigmergy-based modeling to discover urban activity patterns from positioning data,1,1,0,0
Clustering of Gamma-Ray bursts through kernel principal component analysis,0,1,0,1
Isogenies for point counting on genus two hyperelliptic curves with maximal real multiplication,1,0,1,0
Multiset Combinatorial Batch Codes,1,0,1,0
Maximum likelihood estimators based on the block maxima method,0,0,1,1
Hipsters on Networks: How a Small Group of Individuals Can Lead to an Anti-Establishment Majority,1,1,0,0
Handling state space explosion in verification of component-based systems: A review,1,0,1,0
Topology optimization for transient response of structures subjected to dynamic loads,0,1,1,0
Perfect phylogenies via branchings in acyclic digraphs and a generalization of Dilworth's theorem,1,0,1,0
Fully Bayesian Estimation Under Informative Sampling,0,0,1,1
Experimental data over quantum mechanics simulations for inferring the repulsive exponent of the Lennard-Jones potential in Molecular Dynamics,0,1,0,1
Ensemble Sampling,1,0,0,1
Failures of Gradient-Based Deep Learning,1,0,0,1
End-to-end Planning of Fixed Millimeter-Wave Networks,1,0,1,0
The Correct Application of Variance Concept in Measurement Theory,0,0,1,1
 Robust and Imperceptible Adversarial Attacks on Capsule Networks,1,0,0,1
Empirical analysis of non-linear activation functions for Deep Neural Networks in classification tasks,1,0,0,1
Design of the Artificial: lessons from the biological roots of general intelligence,1,1,0,0
Exoplanet Atmosphere Retrieval using Multifractal Analysis of Secondary Eclipse Spectra,0,1,0,1
Improved Quantile Regression Estimators when the Errors are Independently and Non-identically Distributed,0,0,1,1
Discriminant circle bundles over local models of Strebel graphs and Boutroux curves,0,1,1,0
Learning Graph Representations by Dendrograms,1,0,0,1
Attitude Control of the Asteroid Origins Satellite 1 (AOSAT 1),1,1,0,0
Adaptive Path-Integral Autoencoder: Representation Learning and Planning for Dynamical Systems,1,0,0,1
Semiblind subgraph reconstruction in Gaussian graphical models,1,0,0,1
ExSIS: Extended Sure Independence Screening for Ultrahigh-dimensional Linear Models,0,0,1,1
Asymptotics of ABC,0,0,1,1
High SNR Consistent Compressive Sensing,1,0,0,1
Technical Report for Real-Time Certified Probabilistic Pedestrian Forecasting,1,0,1,0
On Random Subsampling of Gaussian Process Regression: A Graphon-Based Analysis,1,0,0,1
Predicting wind pressures around circular cylinders using machine learning techniques,1,0,0,1
"Contributed Discussion to Uncertainty Quantification for the Horseshoe by Stéphanie van der Pas, Botond Szabó and Aad van der Vaart",0,0,1,1
On the Limitations of Representing Functions on Sets,1,0,0,1
Learning Models from Data with Measurement Error: Tackling Underreporting,1,0,0,1
Eigendecompositions of Transfer Operators in Reproducing Kernel Hilbert Spaces,1,0,0,1
Multi-hop assortativities for networks classification,1,0,0,1
Multi-dimensional Graph Fourier Transform,1,0,0,1
Hierarchical loss for classification,1,0,0,1
Perception-in-the-Loop Adversarial Examples,1,0,0,1
Bias Reduction in Instrumental Variable Estimation through First-Stage Shrinkage,0,0,1,1
Context-Aware Pedestrian Motion Prediction In Urban Intersections,1,0,0,1
A parallel orbital-updating based plane-wave basis method for electronic structure calculations,0,1,1,0
Common change point estimation in panel data from the least squares and maximum likelihood viewpoints,0,0,1,1
KGAN: How to Break The Minimax Game in GAN,1,0,0,1
Computing representation matrices for the action of Frobenius to cohomology groups,1,0,1,0
"Universality in numerical computation with random data. Case studies, analytic results and some speculations",0,1,1,0
"Graph Theoretical Models of Closed n-Dimensional Manifolds: Digital Models of a Moebius Strip, a Torus, a Projective Plane a Klein Bottle and n-Dimensional Spheres",1,0,1,0
Multiple Illumination Phaseless Super-Resolution (MIPS) with Applications To Phaseless DOA Estimation and Diffraction Imaging,1,0,1,0
Local Marchenko-Pastur Law for Random Bipartite Graphs,0,0,1,1
The statistical significance filter leads to overconfident expectations of replicability,0,0,1,1
Simulating and Reconstructing Neurodynamics with Epsilon-Automata Applied to Electroencephalography (EEG) Microstate Sequences,1,1,0,0
A deep generative model for single-cell RNA sequencing with application to detecting differentially expressed genes,1,0,0,1
Generative Adversarial Networks for Electronic Health Records: A Framework for Exploring and Evaluating Methods for Predicting Drug-Induced Laboratory Test Trajectories,1,0,0,1
Properties of Kinetic Transition Networks for Atomic Clusters and Glassy Solids,0,1,0,1
Distances and Isomorphism between Networks and the Stability of Network Invariants,1,0,1,0
Dynamic Watermarking for General LTI Systems,1,0,1,0
Regularising Non-linear Models Using Feature Side-information,1,0,0,1
Recursive Multikernel Filters Exploiting Nonlinear Temporal Structure,1,0,0,1
Gaussian-Dirichlet Posterior Dominance in Sequential Learning,0,0,1,1
Learning Combinations of Sigmoids Through Gradient Estimation,1,0,0,1
On bifibrations of model categories,1,0,1,0
Deep Learning Sparse Ternary Projections for Compressed Sensing of Images,1,0,0,1
Linear complexity of Legendre-polynomial quotients,1,0,1,0
The Time Dimension of Science: Connecting the Past to the Future,1,1,0,0
Kernel Approximation Methods for Speech Recognition,1,0,0,1
A Generalization of Permanent Inequalities and Applications in Counting and Optimization,1,0,1,0
A Coherent vorticity preserving eddy viscosity correction for Large-Eddy Simulation,1,1,0,0
A Universal Marginalizer for Amortized Inference in Generative Models,1,0,0,1
"Physical problem solving: Joint planning with symbolic, geometric, and dynamic constraints",1,0,0,1
Complex Networks: from Classical to Quantum,1,1,0,0
Asymptotic Confidence Regions for High-dimensional Structured Sparsity,0,0,1,1
Linear Stochastic Approximation: Constant Step-Size and Iterate Averaging,1,0,0,1
Multi-view Low-rank Sparse Subspace Clustering,1,0,0,1
"Single-trial P300 Classification using PCA with LDA, QDA and Neural Networks",1,0,0,1
A Practical Bandit Method with Advantages in Neural Network Tuning,1,0,0,1
NeuroNER: an easy-to-use program for named-entity recognition based on neural networks,1,0,0,1
Macro diversity in Cellular Networks with Random Blockages,1,0,1,0
Opinion dynamics model based on cognitive biases,1,1,0,0
"A Framework for Time-Consistent, Risk-Sensitive Model Predictive Control: Theory and Algorithms",1,0,1,0
Bäcklund Transformation and Quasi-Integrable Deformation of Mixed Fermi-Pasta-Ulam and Frenkel-Kontorova Models,0,1,1,0
Data-Mining Textual Responses to Uncover Misconception Patterns,1,0,0,1
Multi-Antenna Coded Caching,1,0,1,0
Convolved subsampling estimation with applications to block bootstrap,0,0,1,1
Latent Geometry and Memorization in Generative Models,1,0,0,1
A Topologist's View of Kinematic Maps and Manipulation Complexity,1,0,1,0
Universal and shape dependent features of surface superconductivity,0,1,1,0
Biocompatible Writing of Data into DNA,1,1,0,0
Faster Clustering via Non-Backtracking Random Walks,1,0,0,1
On the Consistency of Quick Shift,1,0,0,1
Adaptive Quantization for Deep Neural Network,1,0,0,1
Character Networks and Book Genre Classification,1,1,0,0
A Domain Specific Language for Performance Portable Molecular Dynamics Algorithms,1,1,0,0
Mean teachers are better role models: Weight-averaged consistency targets improve semi-supervised deep learning results,1,0,0,1
A decentralized proximal-gradient method with network independent step-sizes and separated convergence rates,0,0,1,1
Toward Controlled Generation of Text,1,0,0,1
A revision of the subtract-with-borrow random number generators,1,1,0,0
Minimal Effort Back Propagation for Convolutional Neural Networks,1,0,0,1
Solving $\ell^p\!$-norm regularization with tensor kernels,0,0,1,1
Adversarial Phenomenon in the Eyes of Bayesian Deep Learning,1,0,0,1
Separation of time scales and direct computation of weights in deep neural networks,1,0,0,1
$q$-deformed quadrature operator and optical tomogram,0,1,1,0
Shared urbanism: Big data on accommodation sharing in urban Australia,1,1,0,0
A simple recipe for making accurate parametric inference in finite sample,0,0,1,1
Smooth Neighbors on Teacher Graphs for Semi-supervised Learning,1,0,0,1
Optimal Resource Allocation with Node and Link Capacity Constraints in Complex Networks,1,1,0,0
Statistical foundations for assessing the difference between the classical and weighted-Gini betas,0,0,1,1
Anomaly detecting and ranking of the cloud computing platform by multi-view learning,1,0,0,1
Learning the Sparse and Low Rank PARAFAC Decomposition via the Elastic Net,0,0,1,1
Statistical Latent Space Approach for Mixed Data Modelling and Applications,1,0,0,1
The Generalized Cross Validation Filter,1,0,0,1
Guiding Reinforcement Learning Exploration Using Natural Language,1,0,0,1
Cell Coverage Extension with Orthogonal Random Precoding for Massive MIMO Systems,1,0,1,0
Ising Models with Latent Conditional Gaussian Variables,1,0,0,1
Breaking Bivariate Records,0,0,1,1
A Bag-of-Paths Node Criticality Measure,1,1,0,0
Generation and analysis of lamplighter programs,1,0,1,0
Training Deep Convolutional Neural Networks with Resistive Cross-Point Devices,1,0,0,1
Geometric Enclosing Networks,1,0,0,1
A Method of Generating Random Weights and Biases in Feedforward Neural Networks with Random Hidden Nodes,1,0,0,1
The Relative Performance of Ensemble Methods with Deep Convolutional Neural Networks for Image Classification,1,0,0,1
Representation of big data by dimension reduction,1,0,0,1
"Smart ""Predict, then Optimize""",1,0,0,1
On a registration-based approach to sensor network localization,1,0,1,0
Episodic memory for continual model learning,1,0,0,1
Upper-Bounding the Regularization Constant for Convex Sparse Signal Reconstruction,0,0,1,1
A Bernstein Inequality For Spatial Lattice Processes,0,0,1,1
EAD: Elastic-Net Attacks to Deep Neural Networks via Adversarial Examples,1,0,0,1
Playtime Measurement with Survival Analysis,1,0,0,1
Assessment of Future Changes in Intensity-Duration-Frequency Curves for Southern Ontario using North American (NA)-CORDEX Models with Nonstationary Methods,0,1,0,1
"Neural-Network Quantum States, String-Bond States, and Chiral Topological States",0,1,0,1
Efficient Localized Inference for Large Graphical Models,1,0,0,1
Composition Properties of Inferential Privacy for Time-Series Data,1,0,0,1
Preserving Differential Privacy in Convolutional Deep Belief Networks,1,0,0,1
Learning Interpretable Models with Causal Guarantees,1,0,0,1
Wireless Power Transfer for Distributed Estimation in Sensor Networks,1,0,1,0
Replica analysis of overfitting in regression models for time-to-event data,0,1,0,1
System Description: Russell - A Logical Framework for Deductive Systems,1,0,1,0
Computing the projected reachable set of switched affine systems: an application to systems biology,1,0,1,0
Alpha-Divergences in Variational Dropout,1,0,0,1
Source localization in an ocean waveguide using supervised machine learning,1,1,0,0
Learning from MOM's principles: Le Cam's approach,0,0,1,1
A Noninformative Prior on a Space of Distribution Functions,0,0,1,1
Adversarial Pseudo Healthy Synthesis Needs Pathology Factorization,1,0,0,1
Integrable structure of products of finite complex Ginibre random matrices,0,1,1,0
Global well-posedness of the 3D primitive equations with horizontal viscosity and vertical diffusivity,0,1,1,0
Superintegrable systems on 3-dimensional curved spaces: Eisenhart formalism and separability,0,1,1,0
An Incentive-Based Online Optimization Framework for Distribution Grids,1,0,1,0
Time Series Anomaly Detection; Detection of anomalous drops with limited features and sparse examples in noisy highly periodic data,1,0,0,1
A parallel approach to bi-objective integer programming,1,0,1,0
First Order Methods beyond Convexity and Lipschitz Gradient Continuity with Applications to Quadratic Inverse Problems,1,0,1,0
Robust Bayesian Optimization with Student-t Likelihood,1,0,0,1
The heavy path approach to Galton-Watson trees with an application to Apollonian networks,1,0,1,0
Perishability of Data: Dynamic Pricing under Varying-Coefficient Models,1,0,0,1
A fast algorithm for maximal propensity score matching,1,0,0,1
Response Formulae for $n$-point Correlations in Statistical Mechanical Systems and Application to a Problem of Coarse Graining,0,1,1,0
Randomized Kernel Methods for Least-Squares Support Vector Machines,1,0,0,1
Reliable Clustering of Bernoulli Mixture Models,1,0,0,1
PCA in Data-Dependent Noise (Correlated-PCA): Nearly Optimal Finite Sample Guarantees,1,0,0,1
Discriminative Metric Learning with Deep Forest,1,0,0,1
An accurate and robust genuinely multidimensional Riemann solver for Euler equations based on TV flux splitting,0,1,1,0
Suszko's Problem: Mixed Consequence and Compositionality,1,0,1,0
Optimization of distributions differences for classification,1,0,0,1
Recommendation under Capacity Constraints,1,0,0,1
Scalable Realistic Recommendation Datasets through Fractal Expansions,1,0,0,1
Implementation of a Distributed Coherent Quantum Observer,1,0,1,0
Stacking and stability,1,0,0,1
Chemception: A Deep Neural Network with Minimal Chemistry Knowledge Matches the Performance of Expert-developed QSAR/QSPR Models,1,0,0,1
A unified view of entropy-regularized Markov decision processes,1,0,0,1
Quantifying the distribution of editorial power and manuscript decision bias at the mega-journal PLOS ONE,1,1,0,0
Threshold Constraints with Guarantees for Parity Objectives in Markov Decision Processes,1,0,1,0
GLSR-VAE: Geodesic Latent Space Regularization for Variational AutoEncoder Architectures,1,0,0,1
Efficient variational Bayesian neural network ensembles for outlier detection,1,0,0,1
"Gender Disparities in Science? Dropout, Productivity, Collaborations and Success of Male and Female Computer Scientists",1,1,0,0
Estimating a network from multiple noisy realizations,0,0,1,1
Hypergraph $p$-Laplacian: A Differential Geometry View,1,0,0,1
Principal Boundary on Riemannian Manifolds,1,0,0,1
Exploiting network topology for large-scale inference of nonlinear reaction models,1,0,0,1
Numerical investigations of non-uniqueness for the Navier-Stokes initial value problem in borderline spaces,0,1,1,0
Dynamics of higher-order rational solitons for the nonlocal nonlinear Schrodinger equation with the self-induced parity-time-symmetric potential,0,1,1,0
N2N Learning: Network to Network Compression via Policy Gradient Reinforcement Learning,1,0,0,1
Scalable Gaussian Processes with Billions of Inducing Inputs via Tensor Train Decomposition,1,0,0,1
Neural Probabilistic Model for Non-projective MST Parsing,1,0,0,1
On Identifiability of Nonnegative Matrix Factorization,1,0,0,1
"p-FP: Extraction, Classification, and Prediction of Website Fingerprints with Deep Learning",1,0,0,1
Equal confidence weighted expectation value estimates,0,0,1,1
Discrete configuration spaces of squares and hexagons,1,0,1,0
Gaussian Process bandits with adaptive discretization,1,0,0,1
Bayes model selection,0,0,1,1
Phase Congruency Parameter Optimization for Enhanced Detection of Image Features for both Natural and Medical Applications,1,0,1,0
"Shapley effects for sensitivity analysis with correlated inputs: comparisons with Sobol' indices, numerical estimation and applications",0,0,1,1
Ridesourcing Car Detection by Transfer Learning,1,0,0,1
Retrosynthetic reaction prediction using neural sequence-to-sequence models,1,0,0,1
Fast amortized inference of neural activity from calcium imaging data with variational autoencoders,1,0,0,1
Orthogonalized ALS: A Theoretically Principled Tensor Decomposition Algorithm for Practical Use,1,0,0,1
Learning to Acquire Information,1,0,0,1
Decoupled Greedy Learning of CNNs,1,0,0,1
Discrete time Pontryagin maximum principle for optimal control problems under state-action-frequency constraints,1,0,1,0
Binarized octree generation for Cartesian adaptive mesh refinement around immersed geometries,1,1,0,0
Decoupling Learning Rules from Representations,1,0,0,1
A Riemannian gossip approach to subspace learning on Grassmann manifold,1,0,1,0
"Space-Valued Diagrams, Type-Theoretically (Extended Abstract)",1,0,1,0
An Assessment of Data Transfer Performance for Large-Scale Climate Data Analysis and Recommendations for the Data Infrastructure for CMIP6,1,1,0,0
Generalization for Adaptively-chosen Estimators via Stable Median,1,0,0,1
Automated Problem Identification: Regression vs Classification via Evolutionary Deep Networks,1,0,0,1
Nonparametric Inference via Bootstrapping the Debiased Estimator,0,0,1,1
An alternative to continuous univariate distributions supported on a bounded interval: The BMT distribution,0,0,1,1
Learning Large Scale Ordinary Differential Equation Systems,0,0,1,1
Facial Keypoints Detection,1,0,0,1
"Sample, computation vs storage tradeoffs for classification using tensor subspace models",1,0,0,1
One-step Estimation of Networked Population Size with Anonymity Using Respondent-Driven Capture-Recapture and Hashing,1,0,0,1
Language Design and Renormalization,1,1,0,0
A Distributed Online Pricing Strategy for Demand Response Programs,1,0,1,0
Is Epicurus the father of Reinforcement Learning?,1,0,0,1
Unsupervised speech representation learning using WaveNet autoencoders,1,0,0,1
Faster Rates for Policy Learning,0,0,1,1
Which friends are more popular than you? Contact strength and the friendship paradox in social networks,1,1,0,0
Stochastic Optimization with Bandit Sampling,1,0,0,1
Learning Deep Networks from Noisy Labels with Dropout Regularization,1,0,0,1
Structured Black Box Variational Inference for Latent Time Series Models,1,0,0,1
Online Boosting Algorithms for Multi-label Ranking,1,0,0,1
Optimizing the Latent Space of Generative Networks,1,0,0,1
Generative Mixture of Networks,1,0,0,1
"Further Results on Size and Power of Heteroskedasticity and Autocorrelation Robust Tests, with an Application to Trend Testing",0,0,1,1
GANs for Biological Image Synthesis,1,0,0,1
Identification of Unmodeled Objects from Symbolic Descriptions,1,0,0,1
Kernel Implicit Variational Inference,1,0,0,1
Eigenvalue Solvers for Modeling Nuclear Reactors on Leadership Class Machines,1,1,0,0
Learning RBM with a DC programming Approach,1,0,0,1
New Methods of Enhancing Prediction Accuracy in Linear Models with Missing Data,1,0,0,1
Deep Neural Networks to Enable Real-time Multimessenger Astrophysics,1,1,0,0
Closed-form mathematical expressions for the exponentiated Cauchy-Rayleigh distribution,0,0,1,1
New Determinant Expressions of the Multi-indexed Orthogonal Polynomials in Discrete Quantum Mechanics,0,1,1,0
Rethinking generalization requires revisiting old ideas: statistical mechanics approaches and complex learning behavior,1,0,0,1
A comprehensive study of batch construction strategies for recurrent neural networks in MXNet,1,0,0,1
Reward Maximization Under Uncertainty: Leveraging Side-Observations on Networks,1,0,0,1
Extended Formulations for Polytopes of Regular Matroids,1,0,1,0
Multiscale Change-point Segmentation: Beyond Step Functions,0,0,1,1
The 2-adic complexity of a class of binary sequences with almost optimal autocorrelation,1,0,1,0
Newton-Type Methods for Non-Convex Optimization Under Inexact Hessian Information,1,0,0,1
Unbiased Shrinkage Estimation,0,0,1,1
On Controllable Abundance Of Saturated-input Linear Discrete Systems,1,0,1,0
Characterizations of minimal dominating sets and the well-dominated property in lexicographic product graphs,1,0,1,0
